,time,year,month,day,hour,weekday,holiday,count_pred
571,2016-02-24 19:00:00,2016,2,24,19,2,0,313
572,2016-02-24 20:00:00,2016,2,24,20,2,0,173
573,2016-02-24 21:00:00,2016,2,24,21,2,0,127
574,2016-02-24 22:00:00,2016,2,24,22,2,0,92
575,2016-02-24 23:00:00,2016,2,24,23,2,0,70
576,2016-02-25 00:00:00,2016,2,25,0,3,0,57
577,2016-02-25 01:00:00,2016,2,25,1,3,0,51
578,2016-02-25 02:00:00,2016,2,25,2,3,0,47
579,2016-02-25 03:00:00,2016,2,25,3,3,0,47
580,2016-02-25 04:00:00,2016,2,25,4,3,0,73
581,2016-02-25 05:00:00,2016,2,25,5,3,0,247
582,2016-02-25 06:00:00,2016,2,25,6,3,0,858
583,2016-02-25 07:00:00,2016,2,25,7,3,0,1645
584,2016-02-25 08:00:00,2016,2,25,8,3,0,2258
585,2016-02-25 09:00:00,2016,2,25,9,3,0,2454
586,2016-02-25 10:00:00,2016,2,25,10,3,0,2504
587,2016-02-25 11:00:00,2016,2,25,11,3,0,2508
588,2016-02-25 12:00:00,2016,2,25,12,3,0,2456
589,2016-02-25 13:00:00,2016,2,25,13,3,0,2465
590,2016-02-25 14:00:00,2016,2,25,14,3,0,2420
591,2016-02-25 15:00:00,2016,2,25,15,3,0,2321
592,2016-02-25 16:00:00,2016,2,25,16,3,0,2049
593,2016-02-25 17:00:00,2016,2,25,17,3,0,1358
594,2016-02-25 18:00:00,2016,2,25,18,3,0,668
595,2016-02-25 19:00:00,2016,2,25,19,3,0,292
596,2016-02-25 20:00:00,2016,2,25,20,3,0,162
597,2016-02-25 21:00:00,2016,2,25,21,3,0,117
598,2016-02-25 22:00:00,2016,2,25,22,3,0,92
599,2016-02-25 23:00:00,2016,2,25,23,3,0,67
600,2016-02-26 00:00:00,2016,2,26,0,4,0,55
601,2016-02-26 01:00:00,2016,2,26,1,4,0,49
602,2016-02-26 02:00:00,2016,2,26,2,4,0,47
603,2016-02-26 03:00:00,2016,2,26,3,4,0,46
604,2016-02-26 04:00:00,2016,2,26,4,4,0,62
605,2016-02-26 05:00:00,2016,2,26,5,4,0,153
606,2016-02-26 06:00:00,2016,2,26,6,4,0,492
607,2016-02-26 07:00:00,2016,2,26,7,4,0,1024
608,2016-02-26 08:00:00,2016,2,26,8,4,0,1516
609,2016-02-26 09:00:00,2016,2,26,9,4,0,1692
610,2016-02-26 10:00:00,2016,2,26,10,4,0,1728
611,2016-02-26 11:00:00,2016,2,26,11,4,0,1711
612,2016-02-26 12:00:00,2016,2,26,12,4,0,1588
613,2016-02-26 13:00:00,2016,2,26,13,4,0,1500
614,2016-02-26 14:00:00,2016,2,26,14,4,0,1394
615,2016-02-26 15:00:00,2016,2,26,15,4,0,1212
616,2016-02-26 16:00:00,2016,2,26,16,4,0,904
617,2016-02-26 17:00:00,2016,2,26,17,4,0,537
618,2016-02-26 18:00:00,2016,2,26,18,4,0,253
619,2016-02-26 19:00:00,2016,2,26,19,4,0,140
620,2016-02-26 20:00:00,2016,2,26,20,4,0,98
621,2016-02-26 21:00:00,2016,2,26,21,4,0,83
622,2016-02-26 22:00:00,2016,2,26,22,4,0,68
623,2016-02-26 23:00:00,2016,2,26,23,4,0,54
624,2016-02-27 00:00:00,2016,2,27,0,5,0,47
625,2016-02-27 01:00:00,2016,2,27,1,5,0,45
626,2016-02-27 02:00:00,2016,2,27,2,5,0,43
627,2016-02-27 03:00:00,2016,2,27,3,5,0,43
628,2016-02-27 04:00:00,2016,2,27,4,5,0,43
629,2016-02-27 05:00:00,2016,2,27,5,5,0,43
630,2016-02-27 06:00:00,2016,2,27,6,5,0,47
631,2016-02-27 07:00:00,2016,2,27,7,5,0,55
632,2016-02-27 08:00:00,2016,2,27,8,5,0,68
633,2016-02-27 09:00:00,2016,2,27,9,5,0,80
634,2016-02-27 10:00:00,2016,2,27,10,5,0,90
635,2016-02-27 11:00:00,2016,2,27,11,5,0,95
636,2016-02-27 12:00:00,2016,2,27,12,5,0,94
637,2016-02-27 13:00:00,2016,2,27,13,5,0,89
638,2016-02-27 14:00:00,2016,2,27,14,5,0,87
639,2016-02-27 15:00:00,2016,2,27,15,5,0,81
640,2016-02-27 16:00:00,2016,2,27,16,5,0,74
641,2016-02-27 17:00:00,2016,2,27,17,5,0,66
642,2016-02-27 18:00:00,2016,2,27,18,5,0,61
643,2016-02-27 19:00:00,2016,2,27,19,5,0,54
644,2016-02-27 20:00:00,2016,2,27,20,5,0,51
645,2016-02-27 21:00:00,2016,2,27,21,5,0,49
646,2016-02-27 22:00:00,2016,2,27,22,5,0,46
647,2016-02-27 23:00:00,2016,2,27,23,5,0,43
648,2016-02-28 00:00:00,2016,2,28,0,6,0,41
649,2016-02-28 01:00:00,2016,2,28,1,6,0,41
650,2016-02-28 02:00:00,2016,2,28,2,6,0,40
651,2016-02-28 03:00:00,2016,2,28,3,6,0,41
652,2016-02-28 04:00:00,2016,2,28,4,6,0,41
653,2016-02-28 05:00:00,2016,2,28,5,6,0,42
654,2016-02-28 06:00:00,2016,2,28,6,6,0,44
655,2016-02-28 07:00:00,2016,2,28,7,6,0,50
656,2016-02-28 08:00:00,2016,2,28,8,6,0,62
657,2016-02-28 09:00:00,2016,2,28,9,6,0,79
658,2016-02-28 10:00:00,2016,2,28,10,6,0,108
659,2016-02-28 11:00:00,2016,2,28,11,6,0,116
660,2016-02-28 12:00:00,2016,2,28,12,6,0,119
661,2016-02-28 13:00:00,2016,2,28,13,6,0,100
662,2016-02-28 14:00:00,2016,2,28,14,6,0,86
663,2016-02-28 15:00:00,2016,2,28,15,6,0,80
664,2016-02-28 16:00:00,2016,2,28,16,6,0,76
665,2016-02-28 17:00:00,2016,2,28,17,6,0,71
666,2016-02-28 18:00:00,2016,2,28,18,6,0,63
667,2016-02-28 19:00:00,2016,2,28,19,6,0,59
668,2016-02-28 20:00:00,2016,2,28,20,6,0,54
669,2016-02-28 21:00:00,2016,2,28,21,6,0,49
670,2016-02-28 22:00:00,2016,2,28,22,6,0,45
671,2016-02-28 23:00:00,2016,2,28,23,6,0,43
672,2016-02-29 00:00:00,2016,2,29,0,0,0,40
673,2016-02-29 01:00:00,2016,2,29,1,0,0,41
674,2016-02-29 02:00:00,2016,2,29,2,0,0,40
675,2016-02-29 03:00:00,2016,2,29,3,0,0,38
676,2016-02-29 04:00:00,2016,2,29,4,0,0,66
677,2016-02-29 05:00:00,2016,2,29,5,0,0,245
678,2016-02-29 06:00:00,2016,2,29,6,0,0,858
679,2016-02-29 07:00:00,2016,2,29,7,0,0,1652
680,2016-02-29 08:00:00,2016,2,29,8,0,0,2245
681,2016-02-29 09:00:00,2016,2,29,9,0,0,2416
682,2016-02-29 10:00:00,2016,2,29,10,0,0,2461
683,2016-02-29 11:00:00,2016,2,29,11,0,0,2476
684,2016-02-29 12:00:00,2016,2,29,12,0,0,2448
685,2016-02-29 13:00:00,2016,2,29,13,0,0,2454
686,2016-02-29 14:00:00,2016,2,29,14,0,0,2426
687,2016-02-29 15:00:00,2016,2,29,15,0,0,2348
688,2016-02-29 16:00:00,2016,2,29,16,0,0,2103
689,2016-02-29 17:00:00,2016,2,29,17,0,0,1404
690,2016-02-29 18:00:00,2016,2,29,18,0,0,692
691,2016-02-29 19:00:00,2016,2,29,19,0,0,288
692,2016-02-29 20:00:00,2016,2,29,20,0,0,150
693,2016-02-29 21:00:00,2016,2,29,21,0,0,111
694,2016-02-29 22:00:00,2016,2,29,22,0,0,86
695,2016-02-29 23:00:00,2016,2,29,23,0,0,66
